Institut für Biochemie und Biologie:2.5769303021939094
Institut für Physik und Astronomie:2.5759795380061274
Institut für Geowissenschaften:2.4649988489605676
Institut für Chemie:2.4224770722860764
Department Psychologie:2.364640642787864
Department Sport- und Gesundheitswissenschaften:2.137627783001561
Department Linguistik:2.081124442843291
Institut für Ernährungswissenschaft:2.073216830479185
Wirtschaftswissenschaften:2.0665036533863375
Institut für Umweltwissenschaften und Geographie:2.04767027723771
Institut für Mathematik:2.00830528177526
Sozialwissenschaften:1.994476428967513
Historisches Institut:1.9914381899193307
Institut für Informatik und Computational Science:1.9534230446203642
Institut für Romanistik:1.924800700615427
Department Erziehungswissenschaft:1.9024480979265663
Institut für Germanistik:1.7984340876684273
Extern:1.7612690581478239
MenschenRechtsZentrum:1.67021775194088
Strukturbereich Kognitionswissenschaften:1.5784595847247755
Department Grundschulpädagogik:1.5737848969455037
Institut für Anglistik und Amerikanistik:1.5529734247424232
Öffentliches Recht:1.5242987724259052
Institut für Slavistik:1.5202491875955766
Institut für Jüdische Studien und Religionswissenschaft:1.513437888426546
Bürgerliches Recht:1.5129507549764232
Hasso-Plattner-Institut für Digital Engineering gGmbH:1.3319390737739334
Vereinigung für Jüdische Studien e. V.:1.2982986987095184
Philosophische Fakultät:1.2820872372323617
Institut für Künste und Medien:1.2637678482854624
WeltTrends e.V. Potsdam:1.2339252692950564
Hasso-Plattner-Institut für Digital Engineering GmbH:1.2014404380804027
Strafrecht:1.1479616598195923
Fachgruppe Politik- & Verwaltungswissenschaft:1.1228503801930036
Department Musik und Kunst:1.1189317647292443
Humanwissenschaftliche Fakultät:1.1071240317016804
Department für Inklusionspädagogik:1.0884533719930372
Zentrum für Lehrerbildung und Bildungsforschung (ZeLB):1.0706504699777561
Kommunalwissenschaftliches Institut:1.058811482932823
Mathematisch-Naturwissenschaftliche Fakultät:1.035619921400161
Lehreinheit für Wirtschafts-Arbeit-Technik:1.0190369364147187
Strukturbereich Bildungswissenschaften:0.9699394459134044
Fachgruppe Betriebswirtschaftslehre:0.9297383482257963
Wirtschafts- und Sozialwissenschaftliche Fakultät:0.9267397655890312
Interdisziplinäres Zentrum für Dynamik komplexer Systeme:0.9260168280398829
Institut für Philosophie:0.9089761817381566
Zentrum für Qualitätsentwicklung in Lehre und Studium (ZfQ):0.8607715906649923
Zentrum für Gerechtigkeitsforschung:0.8537363542127933
Zentrum für Sprachen und Schlüsselkompetenzen (Zessko):0.8517431224930304
Fachgruppe Soziologie:0.8497417266831848
Zentrum für Umweltwissenschaften:0.8393570867788438
Institut für Jüdische Theologie:0.8070637017800899
Klassische Philologie:0.7656924743191766
Interdisziplinäres Zentrum für Dünne Organische und Biochemische Schichten:0.7475117717171484
Arbeitskreis Militär und Gesellschaft in der Frühen Neuzeit e. V.:0.673391815190857
Zentrum für Lern- und Lehrforschung:0.6700666718021533
An-Institute:0.6673352859829966
Fachgruppe Volkswirtschaftslehre:0.6531875157759249
Verband für Patholinguistik e. V. (vpl):0.651252395853152
Universitätsbibliothek:0.6266118330725169
Fakultät für Gesundheitswissenschaften:0.6183354503547461
Potsdam Research Institute for Multilingualism (PRIM):0.5426531064821285
Interdisziplinäres Zentrum für Biopolymere:0.5271015330686049
Potsdam Transfer - Zentrum für Gründung, Innovation, Wissens- und Technologietransfer:0.4908625047773146
Sonderforschungsbereich 632 - Informationsstruktur:0.46264758834024544
Moses Mendelssohn Zentrum für europäisch-jüdische Studien e. V.:0.4259328980297719
Juristische Fakultät:0.42028368082375334
Hochschulambulanz:0.3985170508288553
Universitätsleitung und Verwaltung:0.38356461538986036
Institut für Religionswissenschaft:0.3786611761491133
ZIM - Zentrum für Informationstechnologie und Medienmanagement:0.3726961564265832
Institut für Lebensgestaltung-Ethik-Religionskunde:0.34946324326767536
Gesundheitsmanagement:0.34676024449676573
Multilingualism:0.29278430056058663
Referat für Presse- und Öffentlichkeitsarbeit:0.2883656763079636
Abraham Geiger Kolleg gGmbH:0.2655345324164834
Digital Engineering Fakultät:0.2520246724840917
Forschungsbereich "Politik, Verwaltung und Management":0.2475353144677122
Akademie für Psychotherapie und Interventionsforschung GmbH:0.22121958413098647
Interdisziplinäres Zentrum für Kognitive Studien:0.2150522724577844
Zentrum für Australienforschung:0.21159128526150678
Zentrale und wissenschaftliche Einrichtungen:0.20900101276563998
Career Service:0.2083651378848075
UP Transfer:0.19122838679097795
Botanischer Garten:0.1910643459937218
Kanonistisches Institut e.V.:0.1798940265104006
Potsdam Graduate School:0.16558158633435605
Interdisziplinäres Zentrum für Massenspektronomie von Biopolymeren:0.1640213141568318
Geschlechtersoziologie:0.1460029091432091
Institut für angewandte Familien-, Kindheits- und Jugendforschung e.V.:0.13756776219198644
Organe und Gremien:0.13661505831005044
Potsdam Institute for Climate Impact Research (PIK) e. V.:0.1359457390734756
DV und Statistik Wirtschaftswissenschaften:0.13568306845285968
Theodor-Fontane-Archiv:0.13553372289588636
